node_id,lat,lon
3642750895,34.0610392,-118.208482
14941348,34.0598451,-118.2153459
807592268,34.0593914,-118.2152221
122717927,34.0589806,-118.2164297
1838297478,34.0606337,-118.2144248
14941481,34.0594203,-118.2046525
3010199925,34.0573345,-118.2039446
1984998046,34.0613037,-118.2035355
15373745,34.0596324,-118.2051361
14941501,34.0634889,-118.2028134
122817969,34.0646406,-118.2024472
269461642,34.0636357,-118.2052325
1832202871,34.0628864,-118.1991064
14941504,34.0644954,-118.1967293
1985260166,34.0655268,-118.2022131
269462051,34.0656581,-118.1962448
33155647,34.0632005,-118.1899996
14941516,34.0632026,-118.182152
1849415034,34.0639767,-118.1826688
33155673,34.0625626,-118.1841433
76413149,34.0653373,-118.1804688
14941693,34.0659816,-118.2154498
17737741,34.0659944,-118.2141734
911278865,34.0645234,-118.215289
76413061,34.0675299,-118.215511
21150896,34.0659687,-118.216824
14943097,34.0647152,-118.2077926
269461651,34.0637685,-118.2060252
72448938,34.0632891,-118.2105128
14956244,34.1111627,-118.1815415
371965259,34.1106159,-118.1800663
305273732,34.1163384,-118.1709033
14956248,34.1143701,-118.1778906
21025727,34.1134986,-118.1769343
21025729,34.1151155,-118.1767338
14956249,34.1135733,-118.1790981
20979983,34.1136775,-118.1793702
21132510,34.1210113,-118.2092684
1840753886,34.1201832,-118.2050111
14956559,34.1199896,-118.1991858
1840753881,34.1191907,-118.19918
19809038,34.1202454,-118.2005076
123184677,34.1209303,-118.1992116
14956566,34.111815,-118.207331
1669570878,34.110411,-118.209772
20939331,34.1110175,-118.2066759
18078820,34.1121977,-118.2076689
6009912895,34.1124689,-118.2044197
1669570901,34.112891,-118.209322
1669449763,34.112581,-118.210794
1669510697,34.10483,-118.226215
1614182661,34.106131,-118.229297
1669448265,34.1061324,-118.225548
14956738,34.1142942,-118.2258893
1669450238,34.113843,-118.224925
1669449909,34.113313,-118.225693
1669450615,34.1144389,-118.2273883
1669510658,34.103973,-118.229154
1669532092,34.1048483,-118.2311417
14965940,34.0901137,-118.2125555
1669488556,34.0904284,-118.2128308
18361081,34.0894102,-118.2119438
1669488467,34.0890746,-118.2145637
9277622444,34.0908292,-118.211484
14966389,34.078606,-118.2173673
21650974,34.0790188,-118.2172259
29312333,34.0796767,-118.218354
14966391,34.0797537,-118.2169931
123473311,34.080449,-118.2167968
14995402,34.0915116,-118.2397004
291676550,34.0952963,-118.2434784
911820202,34.0935371,-118.2413683
15027548,34.0761201,-118.2237941
123283621,34.0752263,-118.2232452
479651008,34.0796811,-118.225871
67619407,34.0768029,-118.2227575
15027549,34.0737247,-118.2222993
15027552,34.0742235,-118.2211428
15713362,34.0721412,-118.2212974
26208937,34.0731568,-118.2233905
16941226,34.0726378,-118.2201512
29312325,34.0762226,-118.2224001
15713361,34.0747283,-118.2200014
15027580,34.0996147,-118.250026
122806798,34.0994789,-118.2498839
26468500,34.0983782,-118.2513739
1236160501,34.0999333,-118.2502448
15027590,34.111023,-118.2649618
118507349,34.1084188,-118.2638042
16850961,34.1059891,-118.2565671
27497861,34.1114741,-118.2651926
9276692656,34.1113228,-118.2655151
15027596,34.1170236,-118.2716929
9694275838,34.1178144,-118.2716873
1719546613,34.1164894,-118.2719882
1838407757,34.1165544,-118.2713791
358614939,34.1176971,-118.2721601
15027651,34.1253209,-118.2287887
1783926536,34.1249742,-118.2278455
26263653,34.1252931,-118.2296367
26428162,34.1242994,-118.224346
20842184,34.1228685,-118.2271822
20842187,34.1245345,-118.2260454
15036890,34.1241642,-118.2209473
1783167812,34.123749,-118.2215825
27566561,34.1241343,-118.2206584
122953820,34.1247892,-118.2216957
15068250,34.0563844,-118.2017439
269461329,34.0540428,-118.2052383
1994411731,34.0568529,-118.2014436
5054517957,34.0549439,-118.2026406
15068251,34.0406024,-118.2117564
122620403,34.0411698,-118.2130157
123580673,34.0374491,-118.2137451
122954762,34.0413987,-118.2112589
122620408,34.0401008,-118.2106217
15068253,34.043125,-118.217611
604238311,34.042884,-118.2177299
1966358992,34.0431352,-118.2179782
38504569,34.0428103,-118.2166958
15069903,34.126715,-118.2277484
493139646,34.1266859,-118.2275267
493139655,34.1262494,-118.2278466
493139640,34.1272351,-118.2281039
1926673086,34.1271702,-118.2277717
15233988,34.1223523,-118.2306459
1783926552,34.122406,-118.2307675
7144845098,34.12243,-118.2305025
15261772,34.0848833,-118.2193243
269598309,34.081291,-118.2249607
15261781,34.0926322,-118.2051725
27026751,34.0930114,-118.2058173
21507076,34.0930373,-118.2061955
375212651,34.0886821,-118.2078773
3705983251,34.0953228,-118.2032182
15263045,34.1000125,-118.231331
1616013669,34.1004201,-118.231088
1613060179,34.0989539,-118.2331203
1669510120,34.1004671,-118.2323433
1616013655,34.0996023,-118.2301302
15289719,34.0546657,-118.2029178
5054517952,34.0546047,-118.2027792
5054517956,34.0543635,-118.2030041
1832202849,34.0555931,-118.2050438
15298190,34.1721239,-118.4672189
305532116,34.1721163,-118.4681867
35317437,34.1745442,-118.4676401
122732487,34.1721292,-118.4661846
15299710,34.1793957,-118.448727
6831693613,34.1794543,-118.4487281
293570160,34.1784717,-118.4487309
123231077,34.1794021,-118.4443601
293752402,34.1794057,-118.450917
15305034,34.2264574,-118.3751871
122413423,34.2257078,-118.3762004
122638618,34.227537,-118.373713
15307202,34.1758061,-118.5709641
122731754,34.1758029,-118.5690136
150992814,34.1732597,-118.5709616
123040790,34.1802457,-118.57099
122681357,34.1759612,-118.572423
15307215,34.1938119,-118.5709939
122681369,34.1938105,-118.5722943
29409711,34.1938159,-118.5698949
123040812,34.1974447,-118.5710036
123040807,34.1920169,-118.5709906
15307219,34.1938531,-118.5447718
123126139,34.1938592,-118.543689
123243479,34.1947866,-118.544777
123332086,34.1920752,-118.5447803
123126145,34.1938575,-118.547033
15336465,34.1228576,-118.1849963
122792090,34.1224458,-118.187505
1840845453,34.1227858,-118.1849612
7883442819,34.123555,-118.1853087
15336477,34.1416569,-118.1862883
300944703,34.1414084,-118.1832259
1837312456,34.1381449,-118.1874323
300944210,34.1423434,-118.1859334
5389550987,34.1433528,-118.2263439
122937893,34.1427696,-118.226017
15349146,34.1071543,-118.2037308
15349153,34.1078426,-118.2024232
15349162,34.1060938,-118.2029715
19809068,34.1066124,-118.2045086
19808979,34.1078283,-118.2042136
21132493,34.1100475,-118.2039906
15349166,34.1067779,-118.2016668
17737759,34.1084955,-118.2010969
1669570844,34.105656,-118.203825
21132494,34.1066879,-118.2016011
15373638,34.0578312,-118.2101783
122626555,34.0581872,-118.2109878
123030030,34.0574407,-118.2092764
122746341,34.0565772,-118.210976
15373749,34.0577808,-118.2049655
1902458938,34.060626,-118.207406
21150905,34.0560321,-118.2060694
15380188,34.0598866,-118.2518519
2351053223,34.0646897,-118.2457343
1614923057,34.0609401,-118.2503608
15380821,34.0441645,-118.275876
123548708,34.0425557,-118.2769104
122674539,34.0446408,-118.2769054
123689636,34.0438863,-118.2752314
15388375,34.1034375,-118.1968995
1842153438,34.1037669,-118.1972423
1621321763,34.1030554,-118.1972828
1621321769,34.1031983,-118.1966356
15388376,34.1027498,-118.197831
15679435,34.1081799,-118.186536
24970612,34.1078864,-118.1876127
21650980,34.1092949,-118.1876285
26454276,34.1066288,-118.1851793
16696233,34.1110764,-118.1897949
1852281848,34.1104388,-118.1884261
15711955,34.3312016,-118.5072868
364059953,34.3298781,-118.5068534
1382111244,34.3249559,-118.5032308
15712048,34.3178097,-118.4858473
913940321,34.3203897,-118.4835268
15713360,34.0752286,-118.2188388
286375340,34.078436,-118.2197456
18882134,34.0757121,-118.2176989
15717267,34.0728296,-118.2197075
15717266,34.0716481,-118.2224606
123639634,34.0701923,-118.2200637
15713713,34.0430492,-118.219629
72744345,34.0429993,-118.2207177
122620392,34.0431099,-118.2184799
250144078,34.0453653,-118.2197767
123413088,34.0415167,-118.2195761
15715635,34.0555757,-118.2116163
18882157,34.0553343,-118.2117717
12070837897,34.0565177,-118.2140661
604238578,34.0564445,-118.2110639
15717255,34.051189,-118.2176077
123168707,34.0503049,-118.2181801
123304334,34.0521136,-118.2170319
122759582,34.051738,-118.2188549
21507169,34.0500888,-118.2151498
15717259,34.055566,-118.2376287
268539956,34.0551694,-118.2386831
8869170246,34.0561238,-118.2375106
268540062,34.0548448,-118.2377758
15717265,34.0695423,-118.2273111
122656713,34.068634,-118.2266482
123037729,34.0688273,-118.2291572
29312317,34.0699265,-118.2275374
123639532,34.0696937,-118.2212148
26208936,34.0720332,-118.2241437
21150973,34.0731811,-118.2189091
807121117,34.0687104,-118.2170083
15717274,34.0710023,-118.2301709
25936292,34.07133,-118.2291436
1838396778,34.0736224,-118.231243
122772027,34.0694962,-118.2323867
15761136,33.9473346,-118.3960987
1721277653,33.9473377,-118.3939518
248112256,33.9483549,-118.3961308
21025739,34.1191013,-118.1890108
1839530962,34.1172868,-118.1910134
18075318,34.1183508,-118.1907404
15849508,34.1134219,-118.1991125
1784091801,34.1132841,-118.1991085
1784091809,34.1143921,-118.1991207
20979976,34.113411,-118.199945
15849800,34.1075986,-118.1968703
18364112,34.1086671,-118.197613
19808984,34.1079464,-118.1961508
123268721,34.1073981,-118.1972649
20979971,34.1103354,-118.2053778
15850821,34.1120978,-118.2047951
6009912889,34.1123129,-118.2043396
123316301,34.1105545,-118.2049884
1840753771,34.1110197,-118.2055086
18410637,34.1161208,-118.2113684
18410692,34.116283,-118.213663
15855220,34.1044797,-118.2591921
1832241807,34.1037056,-118.258122
88892737,34.1008558,-118.2592288
10583638341,34.10477,-118.2593093
10583638335,34.1046397,-118.2588385
15855737,34.1006652,-118.2602028
1832241639,34.0982791,-118.2602069
1832241725,34.1017224,-118.260938
1832241689,34.1007146,-118.2592272
26079293,34.1002949,-118.2609785
15855752,34.0918321,-118.2659394
123019083,34.0907949,-118.2669416
122780752,34.0919435,-118.2649456
122966138,34.0922867,-118.2670543
15855754,34.0893043,-118.2685624
1930691839,34.089156,-118.2681382
122857842,34.0894633,-118.2690344
1966271290,34.0911767,-118.2677757
122657733,34.0873758,-118.2697858
15855775,34.0617056,-118.309108
3876035883,34.0617013,-118.3100524
122583757,34.0617052,-118.3078509
1719825072,34.0635175,-118.3091224
122851798,34.0606844,-118.309097
15855777,34.054441,-118.3090695
122639977,34.05584,-118.3090937
122957239,34.0535411,-118.3090694
123156442,34.0544398,-118.3101176
122583770,34.0544477,-118.3078249
15857080,34.0285813,-118.4495582
1614655230,34.0289031,-118.4498001
4010097012,34.0278797,-118.4490024
15857088,34.0155805,-118.4426415
123386548,34.0163102,-118.441462
123321814,34.0171554,-118.4438562
122655413,34.0147835,-118.4420327
15857095,33.9967744,-118.4410971
122677716,33.9963287,-118.4419206
122996314,33.9969584,-118.4401841
15857096,33.9971246,-118.4392191
950968422,33.9971904,-118.4392531
9198717971,33.9971247,-118.4393435
122922929,33.9970608,-118.4381117
15857114,34.0343668,-118.3699117
7148047307,34.0339302,-118.3701177
5731678859,34.0348803,-118.3696661
602884977,34.0344907,-118.3695969
15857115,34.0413969,-118.3556019
123689364,34.0414554,-118.3548856
123287155,34.0411305,-118.3563658
207699698,34.0436744,-118.3549165
15857117,34.0412576,-118.3528278
7568849197,34.0411834,-118.3528552
6902352857,34.0413926,-118.3539006
122983972,34.043619,-118.3512791
15857118,34.0403773,-118.3475098
123330342,34.0393938,-118.3480183
122983965,34.0424184,-118.3467178
123689362,34.0405968,-118.3485892
123556027,34.0401556,-118.3463876
15857120,34.0285821,-118.4484131
627837690,34.0277849,-118.4525338
15864734,34.0777209,-118.2917025
8074955046,34.0780343,-118.2860257
123179440,34.0790609,-118.2917127
122736615,34.0776979,-118.2932536
15864741,34.0763366,-118.2917002
1719323693,34.0763306,-118.29052
9180924535,34.0763241,-118.2931439
122992415,34.074526,-118.2916938
16202979,34.0737925,-118.1641832
122582012,34.0731694,-118.1642166
123565214,34.0739143,-118.1632305
2296330771,34.0739347,-118.1646433
16203355,34.0687257,-118.2191304
122663808,34.0691438,-118.218189
16203357,34.0685835,-118.2194394
123639537,34.068211,-118.220306
250008947,34.0674814,-118.2194308
16203358,34.0661211,-118.2194247
122977613,34.0659688,-118.2189337
122741782,34.0666782,-118.2211427
6726597886,34.1263131,-118.2319761
26880640,34.1251656,-118.230665
20958768,34.1247912,-118.2333384
16218723,34.1391671,-118.1981508
3640991808,34.139263,-118.198151
123198558,34.136129,-118.1981647
1839475334,34.139221,-118.1975306
16219737,34.0663787,-118.1960553
269462038,34.0658298,-118.1964649
72535487,34.0690117,-118.1952132
16219739,34.0623353,-118.1980809
583125800,34.0631704,-118.1974977
6840311629,34.0626607,-118.1986741
123177157,34.0618745,-118.1969637
122903025,34.0607202,-118.1990718
25627210,34.0632097,-118.1976847
16298125,34.1389989,-118.3622022
4757166089,34.1391034,-118.3621442
269390046,34.1381313,-118.36267
4821391417,34.1386927,-118.3584857
16391209,34.0172908,-118.220057
123274734,34.0166255,-118.2200273
122868211,34.0205502,-118.2202306
122958390,34.0173122,-118.2210345
16391230,34.0211272,-118.2302041
1768179054,34.0208886,-118.2294813
122986081,34.0214718,-118.2313612
4589831880,34.0216885,-118.2301847
1768179053,34.0209926,-118.2302218
16391235,34.0266368,-118.2299414
122561117,34.0276395,-118.2299572
26995768,34.0265822,-118.2305524
71986691,34.0256189,-118.2299447
1768179034,34.0265977,-118.2268692
16391285,34.0345726,-118.2300825
122886786,34.0345321,-118.2252369
122561083,34.0363604,-118.2302926
122561088,34.0335525,-118.2300417
122886767,34.0345866,-118.2312095
16391290,34.0334362,-118.2195878
317643458,34.0336656,-118.2201032
605181851,34.0310206,-118.2201521
317643468,34.0338101,-118.2194934
122886985,34.0331458,-118.21893
16582687,34.049988,-118.2225479
268538905,34.0527079,-118.2260384
1614922823,34.0517887,-118.2233666
18882146,34.0736213,-118.2169564
18167302,34.0736589,-118.2143806
123428076,34.0718524,-118.2156002
16588314,34.0735967,-118.2178362
122664179,34.0722441,-118.2169299
338944410,34.0747045,-118.2185863
16696232,34.1132838,-118.1913693
21650987,34.1127797,-118.1923939
19809017,34.1124288,-118.1907578
19808994,34.1139478,-118.1900068
702230848,34.1119808,-118.1904322
18364118,34.110559,-118.1908114
16696234,34.109808,-118.198434
19809029,34.1091529,-118.1997598
19809024,34.1087504,-118.19768
19809066,34.1106142,-118.198998
19945556,34.1104654,-118.1970883
18410629,34.1188566,-118.2077721
18452981,34.1154678,-118.2073277
18074553,34.1185084,-118.2054804
16743870,34.0909967,-118.2113105
123268693,34.0912192,-118.2111126
364612181,34.0905627,-118.2111629
364612090,34.0932446,-118.2114781
16743912,34.0954058,-118.209667
20980025,34.0957871,-118.2101248
16743913,34.0965868,-118.2089423
21025770,34.0942763,-118.210815
20827682,34.0967815,-118.2088009
20827681,34.0970687,-118.2093278
16743919,34.1061472,-118.2054661
19945546,34.105874,-118.206041
122898966,34.1062105,-118.2053294
19808977,34.105402,-118.205497
191445959,34.1048276,-118.2584249
1619424528,34.1062063,-118.2562875
1614374752,34.1054769,-118.2557634
16941220,34.0706951,-118.218933
16941223,34.0675036,-118.2181658
16941224,34.0659564,-118.2181369
404828928,34.0675027,-118.2169564
17040712,34.1207252,-118.2305441
1782812735,34.1149404,-118.2413267
17507317,34.101894,-118.2031872
1784102642,34.1023202,-118.2030472
17507329,34.1029877,-118.2034283
1784102630,34.0969851,-118.2064881
693662763,34.103981,-118.2032273
122912987,34.1034447,-118.2041311
17587424,34.1183287,-118.172269
26524636,34.1192424,-118.1732965
123615597,34.1176881,-118.1731182
26524633,34.1175959,-118.1714002
26524642,34.1197298,-118.170449
17589348,34.144872,-118.2154212
300944376,34.1434525,-118.1871285
17596252,34.1071686,-118.2633909
118507464,34.1070378,-118.2630941
122953624,34.1068212,-118.263537
21638442,34.1075548,-118.2646131
17597292,34.0899603,-118.2591369
605262092,34.0895209,-118.2592693
341330704,34.0899372,-118.258671
341331047,34.0908768,-118.2585521
17597297,34.0805712,-118.2616541
123138582,34.0800323,-118.2606136
123236291,34.0809888,-118.2626929
6787708196,34.0817875,-118.2609158
17599027,34.1185915,-118.2355684
21663053,34.1185149,-118.2354306
1853531857,34.1181264,-118.2364668
25843029,34.1188238,-118.23644
17674844,34.103254,-118.235104
17729028,34.1029162,-118.2357605
1669532066,34.104117,-118.233478
1669532067,34.104245,-118.235864
17677673,34.0636451,-118.2360816
268373135,34.0634918,-118.2357046
11340695338,34.0640265,-118.237482
67619377,34.0631298,-118.2363297
1669510391,34.102198,-118.235159
279072758,34.0792656,-118.2144903
1838297470,34.0637591,-118.2140894
76413048,34.0675491,-118.2142507
17737743,34.0704674,-118.1989425
123178050,34.0704496,-118.2001
8861194111,34.0693828,-118.2000086
17737758,34.1117679,-118.1944349
19945509,34.1122725,-118.1934135
1840753813,34.1146346,-118.1937691
21025745,34.1111172,-118.1957633
494225587,34.1107223,-118.1936809
21132491,34.1107027,-118.2026594
18001293,34.108946,-118.2297222
18001303,34.110336,-118.230902
1853531786,34.1090422,-118.2291253
1669532150,34.108765,-118.231106
1669449357,34.110269,-118.229993
549615744,34.1100416,-118.2300324
1669449414,34.110709,-118.230513
1840753870,34.1180591,-118.2033808
32602676,34.1173803,-118.205022
1840753877,34.11891,-118.2031284
25463601,34.121957,-118.204538
18074559,34.1206575,-118.2026448
18074558,34.1215427,-118.2023892
19809039,34.1211385,-118.2002817
26454293,34.122396,-118.2021627
1840753885,34.1197812,-118.2028873
18075314,34.1201655,-118.183758
123268766,34.1207913,-118.1840446
1839530970,34.1179348,-118.1835389
123444961,34.1201487,-118.182471
1839530996,34.1201776,-118.1849806
20827833,34.1186122,-118.1922402
21025740,34.1193589,-118.1904914
18077885,34.1139358,-118.197784
1784091805,34.1154895,-118.1977178
21025744,34.1119199,-118.1963346
1784091807,34.1150925,-118.1954807
18078810,34.1143383,-118.2021378
18078812,34.1143333,-118.202989
21507187,34.1143458,-118.2008684
19809035,34.1156619,-118.2017919
18078811,34.1133896,-118.2015758
21507185,34.1133991,-118.2008549
122709840,34.1120097,-118.2015528
21132488,34.1130368,-118.2029994
1784020309,34.114851,-118.2029483
1784020278,34.1140754,-118.2030118
18078817,34.1136779,-118.2067855
21568866,34.1127448,-118.2070457
1784020295,34.1149094,-118.2064502
21477004,34.1140533,-118.205606
18153918,34.1040969,-118.2733694
122656829,34.1045159,-118.2739166
122656816,34.1036841,-118.2733051
122671044,34.1056341,-118.2727869
18153980,34.0955697,-118.2917572
123179481,34.0969948,-118.2917806
123305663,34.0955195,-118.2928904
123442832,34.0956785,-118.2887251
123024319,34.094522,-118.291759
18153981,34.0908681,-118.2917545
122782967,34.0908733,-118.2893084
123305676,34.0908696,-118.2928153
7244987933,34.0918362,-118.2917623
122637953,34.0897526,-118.2917332
18153986,34.0976985,-118.3141297
282391349,34.0989774,-118.3144213
1613580618,34.0987548,-118.3147906
18154007,34.1738401,-118.3912764
361458491,34.1749142,-118.3924731
18154009,34.1801381,-118.3955037
361456951,34.1820637,-118.3971541
18165986,33.9786439,-118.3917168
122387880,33.9765806,-118.3874766
203890571,33.9750387,-118.3895871
